"","ID","Chrom","Start","Stop","Strand","Name"
"ENSMUSG00000106706","ENSMUSG00000106706","chr5",66592462,66595570,"-","C530043K16Rik"
"ENSMUSG00000029223","ENSMUSG00000029223","chr5",66676091,66687234,"+","Uchl1"
"ENSMUSG00000107300","ENSMUSG00000107300","chr5",66688882,66691393,"+","Gm43279"
"ENSMUSG00000107284","ENSMUSG00000107284","chr5",66718370,66719919,"+","Gm43280"
"ENSMUSG00000037736","ENSMUSG00000037736","chr5",66745827,67057158,"+","Limch1"
"ENSMUSG00000082420","ENSMUSG00000082420","chr5",66890366,66890876,"+","Gm6517"
"ENSMUSG00000106785","ENSMUSG00000106785","chr5",67038432,67039376,"-","Gm42713"
"ENSMUSG00000037720","ENSMUSG00000037720","chr5",67260565,67291461,"+","Tmem33"
"ENSMUSG00000029221","ENSMUSG00000029221","chr5",67306955,67358443,"+","Slc30a9"
"ENSMUSG00000092060","ENSMUSG00000092060","chr5",67392147,67428310,"-","Bend4"
"ENSMUSG00000107385","ENSMUSG00000107385","chr5",67463897,67477632,"+","C330024D21Rik"
"ENSMUSG00000037685","ENSMUSG00000037685","chr5",67618140,67847434,"-","Atp8a1"
"ENSMUSG00000085363","ENSMUSG00000085363","chr5",67642401,67646776,"+","Gm15478"
"ENSMUSG00000106837","ENSMUSG00000106837","chr5",67833350,67836828,"-","D630030B08Rik"
"ENSMUSG00000107136","ENSMUSG00000107136","chr5",67843120,67844420,"-","Gm42466"
"ENSMUSG00000037653","ENSMUSG00000037653","chr5",69109285,69341679,"-","Kctd8"
"ENSMUSG00000029208","ENSMUSG00000029208","chr5",69556923,69575973,"+","Guf1"
"ENSMUSG00000029209","ENSMUSG00000029209","chr5",69573108,69592340,"-","Gnpda2"
"ENSMUSG00000049387","ENSMUSG00000049387","chr5",71442824,71548205,"-","Cox7b2"
"ENSMUSG00000029211","ENSMUSG00000029211","chr5",71569749,71658308,"-","Gabra4"
"ENSMUSG00000029212","ENSMUSG00000029212","chr5",71658113,72149037,"+","Gabrb1"
"ENSMUSG00000029213","ENSMUSG00000029213","chr5",72156575,72168189,"-","Commd8"
"ENSMUSG00000046808","ENSMUSG00000046808","chr5",72203329,72298775,"+","Atp10d"
"ENSMUSG00000005220","ENSMUSG00000005220","chr5",72300025,72504473,"-","Corin"
"ENSMUSG00000072889","ENSMUSG00000072889","chr5",72513301,72559684,"-","Nfxl1"
"ENSMUSG00000105510","ENSMUSG00000105510","chr5",72554240,72555229,"-","Gm43815"
"ENSMUSG00000067219","ENSMUSG00000067219","chr5",72647795,72671078,"+","Nipal1"
"ENSMUSG00000029217","ENSMUSG00000029217","chr5",72755716,72868483,"-","Tec"
"ENSMUSG00000052154","ENSMUSG00000052154","chr5",72912587,72914942,"-","Gm9870"
"ENSMUSG00000036087","ENSMUSG00000036087","chr5",72914304,72978829,"+","Slain2"
"ENSMUSG00000070733","ENSMUSG00000070733","chr5",73019987,73256619,"-","Fryl"
"ENSMUSG00000107171","ENSMUSG00000107171","chr5",73041777,73045154,"-","Gm42572"
"ENSMUSG00000107109","ENSMUSG00000107109","chr5",73187954,73190417,"-","Gm42571"
"ENSMUSG00000090561","ENSMUSG00000090561","chr5",73210156,73212643,"-","Gm17207"
"ENSMUSG00000029152","ENSMUSG00000029152","chr5",73292784,73314069,"+","Ociad1"
"ENSMUSG00000107331","ENSMUSG00000107331","chr5",73311364,73312560,"+","Gm42732"
"ENSMUSG00000029153","ENSMUSG00000029153","chr5",73322199,73341028,"-","Ociad2"
"ENSMUSG00000051674","ENSMUSG00000051674","chr5",73481000,73560794,"+","Dcun1d4"
"ENSMUSG00000029156","ENSMUSG00000029156","chr5",73632749,73647790,"-","Sgcb"
"ENSMUSG00000106968","ENSMUSG00000106968","chr5",73946381,73948376,"+","C78283"
"ENSMUSG00000054814","ENSMUSG00000054814","chr5",73998453,74068431,"-","Usp46"
"ENSMUSG00000106993","ENSMUSG00000106993","chr5",74048299,74053505,"-","Gm43417"
"ENSMUSG00000106943","ENSMUSG00000106943","chr5",74093060,74095406,"+","Dancr"
"ENSMUSG00000049907","ENSMUSG00000049907","chr5",74195286,74199481,"+","Rasl11b"
"ENSMUSG00000062110","ENSMUSG00000062110","chr5",74204816,74531759,"-","Scfd2"
"ENSMUSG00000107009","ENSMUSG00000107009","chr5",74367163,74369915,"-","6720475M21Rik"
"ENSMUSG00000106992","ENSMUSG00000106992","chr5",74429500,74431105,"-","Gm43167"
"ENSMUSG00000029227","ENSMUSG00000029227","chr5",74535449,74598800,"+","Fip1l1"
"ENSMUSG00000107165","ENSMUSG00000107165","chr5",74575947,74577276,"+","Gm43747"
"ENSMUSG00000029228","ENSMUSG00000029228","chr5",74592447,74702912,"-","Lnx1"
"ENSMUSG00000029229","ENSMUSG00000029229","chr5",74997988,75044774,"-","Chic2"
"ENSMUSG00000107205","ENSMUSG00000107205","chr5",75020236,75023081,"-","Gm42576"
"ENSMUSG00000029231","ENSMUSG00000029231","chr5",75152292,75198215,"+","Pdgfra"
"ENSMUSG00000005672","ENSMUSG00000005672","chr5",75574916,75656722,"+","Kit"
"ENSMUSG00000062960","ENSMUSG00000062960","chr5",75932827,75978458,"-","Kdr"
"ENSMUSG00000107020","ENSMUSG00000107020","chr5",76060412,76060763,"-","Gm6051"
"ENSMUSG00000029233","ENSMUSG00000029233","chr5",76140271,76155504,"+","Srd5a3"
"ENSMUSG00000029234","ENSMUSG00000029234","chr5",76183880,76209245,"+","Tmem165"
"ENSMUSG00000029238","ENSMUSG00000029238","chr5",76209868,76304792,"-","Clock"
"ENSMUSG00000106831","ENSMUSG00000106831","chr5",76232612,76233070,"-","Ube2n-ps1"
"ENSMUSG00000106815","ENSMUSG00000106815","chr5",76297600,76301775,"-","Gm43658"
"ENSMUSG00000029235","ENSMUSG00000029235","chr5",76312115,76331156,"-","Pdcl2"
"ENSMUSG00000036435","ENSMUSG00000036435","chr5",76529311,76570294,"+","Exoc1"
"ENSMUSG00000036403","ENSMUSG00000036403","chr5",76588698,76646466,"+","Cep135"
"ENSMUSG00000036377","ENSMUSG00000036377","chr5",76656512,76873554,"+","C530008M17Rik"
"ENSMUSG00000055923","ENSMUSG00000055923","chr5",76873659,76905514,"-","Aasdh"
"ENSMUSG00000029246","ENSMUSG00000029246","chr5",76913249,76951578,"-","Ppat"
"ENSMUSG00000072852","ENSMUSG00000072852","chr5",76928372,76947758,"+","2310040G07Rik"
"ENSMUSG00000029247","ENSMUSG00000029247","chr5",76951307,76967509,"+","Paics"
"ENSMUSG00000036323","ENSMUSG00000036323","chr5",76974683,76999937,"+","Srp72"
"ENSMUSG00000059325","ENSMUSG00000059325","chr5",77086988,77115121,"-","Hopx"
"ENSMUSG00000087541","ENSMUSG00000087541","chr5",77094532,77102303,"+","Hopxos"
"ENSMUSG00000085858","ENSMUSG00000085858","chr5",77116810,77122348,"-","Gm15831"
"ENSMUSG00000029249","ENSMUSG00000029249","chr5",77265491,77286432,"+","Rest"
"ENSMUSG00000036285","ENSMUSG00000036285","chr5",77294182,77310084,"-","Noa1"
"ENSMUSG00000029250","ENSMUSG00000029250","chr5",77310147,77349324,"+","Polr2b"
"ENSMUSG00000036256","ENSMUSG00000036256","chr5",77349240,77408041,"-","Igfbp7"
"ENSMUSG00000037605","ENSMUSG00000037605","chr5",81020138,81825133,"+","Adgrl3"
"ENSMUSG00000029253","ENSMUSG00000029253","chr5",86012024,86065583,"-","Cenpc1"
"ENSMUSG00000035898","ENSMUSG00000035898","chr5",86109287,86172803,"-","Uba6"
"ENSMUSG00000061259","ENSMUSG00000061259","chr5",86302217,86373420,"-","Tmprss11d"
"ENSMUSG00000035851","ENSMUSG00000035851","chr5",86804221,86836659,"+","Ythdc1"
"ENSMUSG00000104802","ENSMUSG00000104802","chr5",86997159,86998415,"+","Gm5869"
"ENSMUSG00000007457","ENSMUSG00000007457","chr5",87969459,87972870,"+","2310003L06Rik"
"ENSMUSG00000007907","ENSMUSG00000007907","chr5",87979439,87981544,"+","Cabs1"
"ENSMUSG00000070697","ENSMUSG00000070697","chr5",88554462,88556090,"+","Utp3"
"ENSMUSG00000029291","ENSMUSG00000029291","chr5",88565040,88651392,"+","Rufy3"
"ENSMUSG00000044221","ENSMUSG00000044221","chr5",88659448,88676171,"-","Grsf1"
"ENSMUSG00000006262","ENSMUSG00000006262","chr5",88720855,88764220,"+","Mob1b"
"ENSMUSG00000029366","ENSMUSG00000029366","chr5",88764996,88783281,"+","Dck"
"ENSMUSG00000060961","ENSMUSG00000060961","chr5",88886486,89239653,"+","Slc4a4"
"ENSMUSG00000035540","ENSMUSG00000035540","chr5",89417522,89457898,"-","Gc"
"ENSMUSG00000043635","ENSMUSG00000043635","chr5",89677087,89883334,"-","Adamts3"
"ENSMUSG00000043618","ENSMUSG00000043618","chr5",90132229,90132675,"+","Eif5al3-ps"
"ENSMUSG00000035505","ENSMUSG00000035505","chr5",90214724,90224001,"-","Cox18"
"ENSMUSG00000055204","ENSMUSG00000055204","chr5",90227166,90366577,"-","Ankrd17"
"ENSMUSG00000054945","ENSMUSG00000054945","chr5",90366620,90368488,"+","Gm9958"
"ENSMUSG00000054932","ENSMUSG00000054932","chr5",90490737,90508907,"+","Afp"
"ENSMUSG00000029370","ENSMUSG00000029370","chr5",90603076,90640657,"-","Rassf6"
"ENSMUSG00000029376","ENSMUSG00000029376","chr5",90931117,91021368,"+","Mthfd2l"
"ENSMUSG00000034981","ENSMUSG00000034981","chr5",91517615,91626894,"+","Parm1"
"ENSMUSG00000106917","ENSMUSG00000106917","chr5",91760696,91761575,"-","Gm7832"
"ENSMUSG00000029397","ENSMUSG00000029397","chr5",91948904,91963068,"-","Rchy1"
"ENSMUSG00000107200","ENSMUSG00000107200","chr5",91958000,91958962,"-","Gm43039"
"ENSMUSG00000102644","ENSMUSG00000102644","chr5",91962389,91972066,"+","Thap6"
"ENSMUSG00000096035","ENSMUSG00000096035","chr5",91987475,91995320,"+","Odaph"
"ENSMUSG00000029403","ENSMUSG00000029403","chr5",92006074,92043883,"-","Cdkl2"
"ENSMUSG00000029405","ENSMUSG00000029405","chr5",92052146,92083719,"-","G3bp2"
"ENSMUSG00000088712","ENSMUSG00000088712","chr5",92056064,92056192,"-","Gm22728"
"ENSMUSG00000029407","ENSMUSG00000029407","chr5",92137938,92202798,"+","Uso1"
"ENSMUSG00000029410","ENSMUSG00000029410","chr5",92226679,92256278,"-","Ppef2"
"ENSMUSG00000029413","ENSMUSG00000029413","chr5",92257659,92278170,"-","Naaa"
"ENSMUSG00000029415","ENSMUSG00000029415","chr5",92284010,92310479,"-","Sdad1"
"ENSMUSG00000034855","ENSMUSG00000034855","chr5",92346638,92348889,"-","Cxcl10"
"ENSMUSG00000034826","ENSMUSG00000034826","chr5",92415540,92435219,"-","Nup54"
"ENSMUSG00000029426","ENSMUSG00000029426","chr5",92441314,92506833,"-","Scarb2"
"ENSMUSG00000047963","ENSMUSG00000047963","chr5",92603041,92606579,"+","Stbd1"
"ENSMUSG00000050050","ENSMUSG00000050050","chr5",92607954,92675271,"-","Ccdc158"
"ENSMUSG00000029381","ENSMUSG00000029381","chr5",92683435,92965318,"+","Shroom3"
"ENSMUSG00000045314","ENSMUSG00000045314","chr5",93041123,93045022,"-","Sowahb"
"ENSMUSG00000058013","ENSMUSG00000058013","chr5",93093437,93176447,"+","Septin11"
"ENSMUSG00000107019","ENSMUSG00000107019","chr5",93176970,93179059,"+","Gm43682"
"ENSMUSG00000063015","ENSMUSG00000063015","chr5",93181933,93206495,"-","Ccni"
"ENSMUSG00000106870","ENSMUSG00000106870","chr5",93183856,93185758,"-","Gm43681"
"ENSMUSG00000029385","ENSMUSG00000029385","chr5",93267257,93276231,"+","Ccng2"
"ENSMUSG00000053208","ENSMUSG00000053208","chr5",93390602,93393091,"-","Kat2b-ps"
"ENSMUSG00000107346","ENSMUSG00000107346","chr5",93694994,93697721,"-","Gm43225"
"ENSMUSG00000092166","ENSMUSG00000092166","chr5",95106704,95111158,"+","Gm7942"
"ENSMUSG00000107092","ENSMUSG00000107092","chr5",95974240,95975623,"+","Gm7993"
"ENSMUSG00000034724","ENSMUSG00000034724","chr5",96070333,96164171,"-","Cnot6l"
"ENSMUSG00000029486","ENSMUSG00000029486","chr5",96209493,96266727,"+","Mrpl1"
"ENSMUSG00000034687","ENSMUSG00000034687","chr5",96373955,96784728,"+","Fras1"
"ENSMUSG00000029484","ENSMUSG00000029484","chr5",96793339,96845966,"+","Anxa3"
"ENSMUSG00000034663","ENSMUSG00000034663","chr5",96997689,97091867,"+","Bmp2k"
"ENSMUSG00000055725","ENSMUSG00000055725","chr5",97082329,97111596,"-","Paqr3"
"ENSMUSG00000067161","ENSMUSG00000067161","chr5",97264828,97265719,"+","Gm5560"
"ENSMUSG00000046000","ENSMUSG00000046000","chr5",97382198,97392379,"-","Naa11"
"ENSMUSG00000029338","ENSMUSG00000029338","chr5",97882783,98031043,"-","Antxr2"
"ENSMUSG00000029337","ENSMUSG00000029337","chr5",98254184,98277030,"+","Fgf5"
"ENSMUSG00000057816","ENSMUSG00000057816","chr5",98329304,98802047,"+","Cfap299"
"ENSMUSG00000029334","ENSMUSG00000029334","chr5",98929773,99037351,"-","Prkg2"
"ENSMUSG00000089659","ENSMUSG00000089659","chr5",99021803,99022222,"-","Gm3470"
"ENSMUSG00000089809","ENSMUSG00000089809","chr5",99217426,99729065,"-","Rasgef1b"
"ENSMUSG00000000568","ENSMUSG00000000568","chr5",99955935,99978938,"-","Hnrnpd"
"ENSMUSG00000091623","ENSMUSG00000091623","chr5",99977686,99980171,"+","Gm17092"
"ENSMUSG00000029328","ENSMUSG00000029328","chr5",100033577,100039664,"-","Hnrnpdl"
"ENSMUSG00000029326","ENSMUSG00000029326","chr5",100039985,100068760,"+","Enoph1"
"ENSMUSG00000035325","ENSMUSG00000035325","chr5",100361649,100416234,"-","Sec31a"
"ENSMUSG00000097772","ENSMUSG00000097772","chr5",100420842,100429535,"-","5430416N02Rik"
"ENSMUSG00000106391","ENSMUSG00000106391","chr5",100429726,100431561,"+","Gm42690"
"ENSMUSG00000035310","ENSMUSG00000035310","chr5",100441918,100500639,"-","Lin54"
"ENSMUSG00000035297","ENSMUSG00000035297","chr5",100518309,100547803,"+","Cops4"
"ENSMUSG00000029322","ENSMUSG00000029322","chr5",100553725,100572245,"-","Plac8"
"ENSMUSG00000029319","ENSMUSG00000029319","chr5",100654723,100675140,"-","Coq2"
"ENSMUSG00000085269","ENSMUSG00000085269","chr5",100670859,100678105,"+","Gm15777"
"ENSMUSG00000035273","ENSMUSG00000035273","chr5",100679484,100719716,"-","Hpse"
"ENSMUSG00000035266","ENSMUSG00000035266","chr5",100762145,100798598,"-","Helq"
"ENSMUSG00000016833","ENSMUSG00000016833","chr5",100798627,100804471,"+","Mrps18c"
"ENSMUSG00000104761","ENSMUSG00000104761","chr5",100798749,100801045,"+","Gm43511"
"ENSMUSG00000035234","ENSMUSG00000035234","chr5",100805192,100820965,"-","Abraxas1"
"ENSMUSG00000105607","ENSMUSG00000105607","chr5",100814210,100815285,"-","Gm43513"
"ENSMUSG00000029314","ENSMUSG00000029314","chr5",100845713,100899102,"+","Gpat3"
"ENSMUSG00000106164","ENSMUSG00000106164","chr5",101703586,101705850,"+","9430085M18Rik"
"ENSMUSG00000029330","ENSMUSG00000029330","chr5",101765130,101823858,"+","Cds1"
"ENSMUSG00000105632","ENSMUSG00000105632","chr5",101810492,101812075,"+","Gm43272"
"ENSMUSG00000043940","ENSMUSG00000043940","chr5",101832956,102069921,"-","Wdfy3"
"ENSMUSG00000092354","ENSMUSG00000092354","chr5",101837416,101846410,"+","Gm20548"
"ENSMUSG00000106451","ENSMUSG00000106451","chr5",101956607,101957951,"+","Gm42934"
"ENSMUSG00000057315","ENSMUSG00000057315","chr5",102481391,102897937,"+","Arhgap24"
"ENSMUSG00000046709","ENSMUSG00000046709","chr5",102907948,103211334,"-","Mapk10"
"ENSMUSG00000104684","ENSMUSG00000104684","chr5",103354306,103356698,"-","5430427N15Rik"
"ENSMUSG00000034573","ENSMUSG00000034573","chr5",103425192,103598303,"+","Ptpn13"
"ENSMUSG00000029320","ENSMUSG00000029320","chr5",103648039,103656010,"-","1700016H13Rik"
"ENSMUSG00000029313","ENSMUSG00000029313","chr5",103692374,103855322,"+","Aff1"
"ENSMUSG00000029312","ENSMUSG00000029312","chr5",103861973,103911259,"-","Klhl8"
"ENSMUSG00000034528","ENSMUSG00000034528","chr5",103955440,103977410,"-","Hsd17b13"
"ENSMUSG00000029311","ENSMUSG00000029311","chr5",103989762,104021919,"-","Hsd17b11"
"ENSMUSG00000106035","ENSMUSG00000106035","chr5",104044619,104047397,"-","Gm43545"
"ENSMUSG00000029310","ENSMUSG00000029310","chr5",104046306,104065379,"+","Nudt9"
"ENSMUSG00000029309","ENSMUSG00000029309","chr5",104079111,104113733,"-","Sparcl1"
"ENSMUSG00000097877","ENSMUSG00000097877","chr5",104109217,104119687,"+","Gm26703"
"ENSMUSG00000029304","ENSMUSG00000029304","chr5",104435118,104441050,"+","Spp1"
"ENSMUSG00000105954","ENSMUSG00000105954","chr5",104435121,104436372,"+","Gm42793"
"ENSMUSG00000034462","ENSMUSG00000034462","chr5",104459450,104505819,"+","Pkd2"
"ENSMUSG00000097392","ENSMUSG00000097392","chr5",104508350,104554207,"+","Thoc2l"
"ENSMUSG00000048334","ENSMUSG00000048334","chr5",104775779,104777227,"+","Gm8258"
"ENSMUSG00000072774","ENSMUSG00000072774","chr5",104813169,104860070,"-","Zfp951"
"ENSMUSG00000029299","ENSMUSG00000029299","chr5",104935057,104982718,"-","Abcg3"
"ENSMUSG00000029298","ENSMUSG00000029298","chr5",105077630,105139539,"-","Gbp9"
"ENSMUSG00000079363","ENSMUSG00000079363","chr5",105115767,105139586,"-","Gbp4"
"ENSMUSG00000070639","ENSMUSG00000070639","chr5",105415775,105490074,"+","Lrrc8b"
"ENSMUSG00000054720","ENSMUSG00000054720","chr5",105519388,105613018,"+","Lrrc8c"
"ENSMUSG00000046079","ENSMUSG00000046079","chr5",105699969,105832436,"+","Lrrc8d"
"ENSMUSG00000067058","ENSMUSG00000067058","chr5",105797321,105797713,"-","Rps15a-ps5"
"ENSMUSG00000029290","ENSMUSG00000029290","chr5",105876565,105915818,"+","Zfp326"
"ENSMUSG00000105341","ENSMUSG00000105341","chr5",105879583,105881844,"+","Gm43817"
"ENSMUSG00000049606","ENSMUSG00000049606","chr5",106616739,106697287,"-","Zfp644"
"ENSMUSG00000104706","ENSMUSG00000104706","chr5",106652809,106655713,"-","Gm43421"
"ENSMUSG00000043410","ENSMUSG00000043410","chr5",106840192,106926321,"-","Hfm1"
"ENSMUSG00000029283","ENSMUSG00000029283","chr5",106964322,106984432,"+","Cdc7"
"ENSMUSG00000029287","ENSMUSG00000029287","chr5",107106570,107289629,"-","Tgfbr3"
"ENSMUSG00000029279","ENSMUSG00000029279","chr5",107331159,107387058,"+","Brdt"
"ENSMUSG00000111375","ENSMUSG00000111375","chr5",107437997,107511207,"+","Btbd8"
"ENSMUSG00000089628","ENSMUSG00000089628","chr5",107478526,107479080,"-","Gm9727"
"ENSMUSG00000089798","ENSMUSG00000089798","chr5",107534709,107551542,"+","1700028K03Rik"
"ENSMUSG00000029276","ENSMUSG00000029276","chr5",107548967,107597888,"-","Glmn"
"ENSMUSG00000033773","ENSMUSG00000033773","chr5",107597373,107661838,"+","Rpap2"
"ENSMUSG00000011831","ENSMUSG00000011831","chr5",107744795,107875107,"-","Evi5"
"ENSMUSG00000106288","ENSMUSG00000106288","chr5",107806362,107807707,"-","Gm43593"
"ENSMUSG00000063447","ENSMUSG00000063447","chr5",107830099,107831776,"+","Ube2d2b"
"ENSMUSG00000058558","ENSMUSG00000058558","chr5",107900502,107909005,"+","Rpl5"
"ENSMUSG00000077222","ENSMUSG00000077222","chr5",107905177,107905308,"+","Gm22270"
"ENSMUSG00000077426","ENSMUSG00000077426","chr5",107907345,107907476,"+","Gm26387"
"ENSMUSG00000029270","ENSMUSG00000029270","chr5",107908053,107987085,"-","Dipk1a"
"ENSMUSG00000029267","ENSMUSG00000029267","chr5",108065674,108109004,"+","Mtf2"
"ENSMUSG00000063406","ENSMUSG00000063406","chr5",108106366,108132620,"-","Tmed5"
"ENSMUSG00000056531","ENSMUSG00000056531","chr5",108132875,108233628,"+","Ccdc18"
"ENSMUSG00000105554","ENSMUSG00000105554","chr5",108145226,108146907,"-","Gm7118"
"ENSMUSG00000029265","ENSMUSG00000029265","chr5",108268897,108280526,"+","Dr1"
"ENSMUSG00000106103","ENSMUSG00000106103","chr5",108311370,108312749,"-","Gm43081"
"ENSMUSG00000029263","ENSMUSG00000029263","chr5",108312609,108349355,"+","Pigg"
"ENSMUSG00000105867","ENSMUSG00000105867","chr5",108366073,108367922,"-","Gm42517"
"ENSMUSG00000029491","ENSMUSG00000029491","chr5",108388391,108432397,"+","Pde6b"
"ENSMUSG00000050856","ENSMUSG00000050856","chr5",108433244,108434448,"-","Atp5k"
"ENSMUSG00000029490","ENSMUSG00000029490","chr5",108441054,108449100,"-","Mfsd7a"
"ENSMUSG00000033623","ENSMUSG00000033623","chr5",108461232,108506976,"+","Pcgf3"
"ENSMUSG00000033615","ENSMUSG00000033615","chr5",108518554,108550024,"-","Cplx1"
"ENSMUSG00000062234","ENSMUSG00000062234","chr5",108569411,108629755,"-","Gak"
"ENSMUSG00000105084","ENSMUSG00000105084","chr5",108598521,108600626,"-","Gm43365"
"ENSMUSG00000013495","ENSMUSG00000013495","chr5",108629770,108648782,"+","Tmem175"
"ENSMUSG00000004815","ENSMUSG00000004815","chr5",108646693,108669672,"-","Dgkq"
"ENSMUSG00000033540","ENSMUSG00000033540","chr5",108660331,108684557,"+","Idua"
"ENSMUSG00000046959","ENSMUSG00000046959","chr5",108669878,108675569,"-","Slc26a1"
"ENSMUSG00000008090","ENSMUSG00000008090","chr5",108692382,108706924,"+","Fgfrl1"
"ENSMUSG00000106028","ENSMUSG00000106028","chr5",109551892,109554156,"-","Gm8493"
"ENSMUSG00000033467","ENSMUSG00000033467","chr5",109554709,109558993,"-","Crlf2"
"ENSMUSG00000072763","ENSMUSG00000072763","chr5",109674545,109691041,"-","5430403G16Rik"
"ENSMUSG00000072762","ENSMUSG00000072762","chr5",109735990,109751886,"-","4930522L14Rik"
"ENSMUSG00000105471","ENSMUSG00000105471","chr5",109769407,109796298,"-","A430073D23Rik"
"ENSMUSG00000105044","ENSMUSG00000105044","chr5",109833501,109834145,"-","Gm10416"
"ENSMUSG00000097140","ENSMUSG00000097140","chr5",109886231,109891137,"+","Gm26779"
"ENSMUSG00000090015","ENSMUSG00000090015","chr5",109923400,109943936,"+","Gm15446"
"ENSMUSG00000066613","ENSMUSG00000066613","chr5",109996521,110010411,"+","Zfp932"
"ENSMUSG00000090963","ENSMUSG00000090963","chr5",110046139,110072513,"-","Gm17655"
"ENSMUSG00000109771","ENSMUSG00000109771","chr5",110076136,110094420,"-","Gm35315"
"ENSMUSG00000064247","ENSMUSG00000064247","chr5",110099969,110105953,"+","Plcxd1"
"ENSMUSG00000033434","ENSMUSG00000033434","chr5",110103975,110108197,"-","Gtpbp6"
"ENSMUSG00000023284","ENSMUSG00000023284","chr5",110110092,110129794,"+","Zfp605"
"ENSMUSG00000081865","ENSMUSG00000081865","chr5",110118022,110118849,"-","Gm15484"
"ENSMUSG00000014668","ENSMUSG00000014668","chr5",110135842,110171972,"+","Chfr"
"ENSMUSG00000086247","ENSMUSG00000086247","chr5",110154400,110176504,"-","Gm15787"
"ENSMUSG00000029502","ENSMUSG00000029502","chr5",110176701,110226470,"+","Golga3"
"ENSMUSG00000104720","ENSMUSG00000104720","chr5",110206580,110207287,"+","Gm43138"
"ENSMUSG00000104970","ENSMUSG00000104970","chr5",110230608,110231201,"-","Gm43137"
"ENSMUSG00000029501","ENSMUSG00000029501","chr5",110231004,110256651,"+","Ankle2"
"ENSMUSG00000029500","ENSMUSG00000029500","chr5",110259130,110269913,"-","Pgam5"
"ENSMUSG00000087439","ENSMUSG00000087439","chr5",110262161,110277267,"+","Gm15788"
"ENSMUSG00000029499","ENSMUSG00000029499","chr5",110274282,110286186,"-","Pxmp2"
"ENSMUSG00000007080","ENSMUSG00000007080","chr5",110286306,110337474,"+","Pole"
"ENSMUSG00000081256","ENSMUSG00000081256","chr5",110328204,110328522,"+","Gm15791"
"ENSMUSG00000085606","ENSMUSG00000085606","chr5",110331206,110333203,"-","Gm15792"
"ENSMUSG00000029503","ENSMUSG00000029503","chr5",110339812,110343212,"-","P2rx2"
"ENSMUSG00000043323","ENSMUSG00000043323","chr5",110361754,110448602,"-","Fbrsl1"
